"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"ASV1612";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";NA;NA;NA
"ASV1613";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Ruminococcus";NA
"ASV1614";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Acetatifactor";NA
"ASV1615";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1616";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1617";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1618";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV1619";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1620";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1621";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1622";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1623";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae FCS020 group";NA
"ASV1624";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV1625";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1626";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1627";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1628";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1629";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Akkermansiaceae";"Akkermansia";NA
"ASV1630";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1631";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1632";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1633";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"[Eubacterium] nodatum group";NA
"ASV1634";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1635";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV1636";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1637";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae UCG-006";NA
"ASV1638";"Bacteria";"Desulfobacterota";"Desulfovibrionia";"Desulfovibrionales";"Desulfovibrionaceae";NA;NA
"ASV1639";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV1640";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Adlercreutzia";"equolifaciens"
"ASV1641";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";NA;NA;NA
"ASV1642";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1643";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1644";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV1645";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Hungateiclostridiaceae";"Ruminiclostridium";NA
"ASV1646";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV1647";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1648";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1649";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1650";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV1651";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1652";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1653";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1654";"Bacteria";"Deferribacterota";"Deferribacteres";"Deferribacterales";"Deferribacteraceae";"Mucispirillum";NA
"ASV1655";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1656";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA
"ASV1657";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";NA;NA;NA
"ASV1658";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1659";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1660";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"A2";NA
"ASV1661";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae FCS020 group";NA
"ASV1662";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"[Eubacterium] coprostanoligenes group";NA;NA
"ASV1663";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV1664";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1665";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1666";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";NA
"ASV1667";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";NA;NA
"ASV1668";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1669";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium sensu stricto 1";NA
"ASV1670";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Akkermansiaceae";"Akkermansia";NA
"ASV1671";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1672";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1673";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV1674";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Marinifilaceae";"Odoribacter";NA
"ASV1675";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA
"ASV1676";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"GCA-900066575";NA
"ASV1677";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1678";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] xylanophilum group";NA
"ASV1679";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1680";"Bacteria";"Firmicutes";"Clostridia";"Monoglobales";"Monoglobaceae";"Monoglobus";NA
"ASV1681";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1682";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";NA;NA;NA
"ASV1683";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1684";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1685";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"UCG-005";NA
"ASV1686";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"UBA1819";NA
"ASV1687";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Atopobacter";NA
"ASV1688";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"UCG-005";NA
"ASV1689";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";NA;NA
"ASV1690";"Bacteria";"Firmicutes";NA;NA;NA;NA;NA
"ASV1691";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1692";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV1693";"Bacteria";"Firmicutes";"Clostridia";"Monoglobales";"Monoglobaceae";"Monoglobus";NA
"ASV1694";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] oxidoreducens group";NA
"ASV1695";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1696";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1697";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium sensu stricto 1";NA
"ASV1698";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";NA;NA
"ASV1699";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1700";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1701";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1702";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium sensu stricto 1";NA
"ASV1703";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";NA;NA
"ASV1704";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1705";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Rothia";NA
"ASV1706";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Acetatifactor";NA
"ASV1707";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1708";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1709";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Jeotgalicoccus";NA
"ASV1710";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV1711";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"[Clostridium] methylpentosum group";NA;NA
"ASV1712";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1713";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Ruminococcus";NA
"ASV1714";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV1715";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1716";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1717";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1718";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1719";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"[Eubacterium] nodatum group";NA
"ASV1720";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Ruminococcus";NA
"ASV1721";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1722";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1723";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA
"ASV1724";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1725";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Ruminococcus";NA
"ASV1726";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1727";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1728";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1729";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV1730";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1731";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";NA;NA
"ASV1732";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA
"ASV1733";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1734";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1735";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1736";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Anaerostipes";"caccae"
"ASV1737";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV1738";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] xylanophilum group";NA
"ASV1739";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1740";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1741";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1742";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";NA;NA;NA
"ASV1743";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA
"ASV1744";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] xylanophilum group";NA
"ASV1745";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV1746";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1747";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1748";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV1749";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV1750";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV1751";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";NA;NA
"ASV1752";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV1753";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1754";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1755";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1756";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1757";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1758";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1759";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"[Eubacterium] brachy group";NA
"ASV1760";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV1761";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";NA;NA
"ASV1762";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";NA;NA;NA
"ASV1763";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1764";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1765";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1766";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1767";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA
"ASV1768";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1769";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA
"ASV1770";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1771";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA
"ASV1772";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV1773";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA
"ASV1774";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";NA
"ASV1775";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1776";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"[Eubacterium] coprostanoligenes group";NA;NA
"ASV1777";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1778";"Bacteria";"Desulfobacterota";"Desulfovibrionia";"Desulfovibrionales";NA;NA;NA
"ASV1779";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA
"ASV1780";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1781";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV1782";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Coriobacteriales Incertae Sedis";NA;NA
"ASV1783";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1784";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV1785";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1786";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1787";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Akkermansiaceae";"Akkermansia";NA
"ASV1788";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV1789";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1790";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1791";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Akkermansiaceae";"Akkermansia";NA
"ASV1792";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium sensu stricto 1";NA
"ASV1793";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1794";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1795";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1796";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1797";"Bacteria";"Firmicutes";"Clostridia";NA;NA;NA;NA
"ASV1798";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Oscillibacter";NA
"ASV1799";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1800";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1801";"Bacteria";"Firmicutes";"Clostridia";"Peptococcales";"Peptococcaceae";NA;NA
"ASV1802";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1803";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1804";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1805";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Ruminococcus";NA
"ASV1806";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"GCA-900066575";NA
"ASV1807";"Bacteria";"Campylobacterota";"Campylobacteria";"Campylobacterales";"Campylobacteraceae";"Campylobacter";"concisus"
"ASV1808";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] xylanophilum group";NA
"ASV1809";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1810";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1811";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1812";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1813";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] xylanophilum group";NA
"ASV1814";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1815";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"UCG-010";NA;NA
"ASV1816";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1817";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Shuttleworthia";NA
"ASV1818";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1819";"Bacteria";"Firmicutes";"Bacilli";NA;NA;NA;NA
"ASV1820";"Bacteria";"Firmicutes";"Clostridia";"Peptococcales";"Peptococcaceae";NA;NA
"ASV1821";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV1822";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV1823";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"[Eubacterium] coprostanoligenes group";NA;NA
"ASV1824";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1825";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1826";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1827";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";NA;NA;NA
"ASV1828";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV1829";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV1830";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV1831";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";NA;NA
"ASV1832";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1833";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1834";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1835";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1836";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"Anaerovorax";NA
"ASV1837";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1838";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";NA;NA
"ASV1839";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1840";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1841";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1842";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"NK4A214 group";NA
"ASV1843";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1844";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV1845";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1846";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV1847";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1848";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";NA
"ASV1849";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1850";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
